89.167326	93.460604
93.118076	86.469846
75.608532	129.101677
80.394159	81.524239
113.190346	67.376224
113.242443	101.610179
108.637303	105.025913
146.222176	92.620070
74.864899	64.780314
106.200849	152.356369
94.998239	103.468964
107.404640	107.132464
99.353722	105.553374
98.638325	127.598392
94.647909	109.498631
129.132867	141.304967
96.770840	104.563618
101.798553	101.724573
123.474018	79.081812
136.157657	124.333798
115.926265	92.510634
91.867246	105.985651
118.281611	105.611770
93.498555	109.914668
97.465347	71.329548
114.168430	50.865903
65.919828	90.120642
97.765445	94.725368
117.307442	86.335217
102.900605	101.039998
90.644008	126.689492
123.338591	106.970383
118.905902	153.010880
91.466714	55.012376
95.162560	73.030442
136.305317	64.949748
93.257596	96.157964
119.869049	109.454228
146.276602	75.588775
116.111023	50.806998
90.984161	139.236590
66.418676	90.548848
119.279408	98.150208
88.699601	48.413529
103.733458	94.031955
62.352363	116.782439
64.145913	106.693785
56.373332	82.500365
97.310975	122.309193
99.739105	57.696616
52.891787	98.849030
89.013626	85.498950
88.941461	129.129560
135.552171	142.280734
69.372886	104.737903
87.896515	114.178704
108.289826	66.047429
103.849741	80.020778
79.089308	62.791779
115.606834	117.370538
127.523213	103.750696
63.541416	85.607219
82.772582	152.106621
117.167683	93.129070
146.928141	94.342103
90.490102	140.598754
116.899132	48.887691
101.430775	98.906093
83.529163	88.419992
127.890552	75.103254
114.899740	94.501232
87.617119	96.048854
94.568298	60.248247
68.781581	83.656512
132.882720	105.389873
64.821842	112.283969
98.372977	97.866645
80.496291	97.386194
82.300698	118.307333
112.545037	94.769906
119.331098	64.591057
128.167893	60.758002
88.944801	111.403170
65.624740	77.207415
105.410783	94.420194
143.146043	80.844780
96.166855	93.184157
108.902365	131.969817
88.265287	82.998320
140.931362	119.909253
76.320104	115.719967
86.228628	76.055346
145.253691	79.985278
107.444922	81.519343
74.762273	102.457959
102.304587	45.687497
97.930470	101.188251
154.033014	90.319743
110.644397	99.194205
124.739032	71.634231
